code-barres,"date création exemplaire","date dernier retour exemplaire","nb prêts","code collection",lib1,lib2,lib3,lib4
C0004281187,2006-05-30,2015-04,80,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005263297,2010-06-17,2016-10,75,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0006017880,2014-05-07,2015-05,15,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004284834,2006-05-27,,42,J111,Jeunesse,Documentaires,,
C0005532964,2012-07-25,2014-11,15,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004310384,2006-07-21,,19,J05,Jeunesse,Albums,"Albums Petits enfants",
C0004797887,2009-01-16,2015-01,41,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005547364,2013-07-19,2015-04,25,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004444824,2007-03-14,2014-07,72,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004310114,2006-07-13,2015-07,49,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0004310813,2006-07-20,2016-06,59,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004310368,2006-07-07,2016-04,61,JBDPBZZ,Jeunesse,"Bandes dessinées","Premières BD",
C0004301678,2006-07-13,2014-08,54,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004310847,2006-07-07,2015-12,63,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0004310588,2006-07-07,2014-08,42,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004338730,2006-07-21,2016-11,26,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0004355326,2006-12-15,2016-04,83,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004317611,2006-09-13,,90,J09,Jeunesse,BD,,
C0005406944,2012-05-30,2015-07,49,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0003474224,2006-07-26,2016-11,180,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004832629,2009-03-03,,84,J09,Jeunesse,BD,,
C0005317606,2011-01-18,2016-03,64,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005244146,2011-10-07,,32,J05,Jeunesse,Albums,"Albums Petits enfants",
C0005510894,2012-05-26,2016-06,59,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004262832,2006-08-01,2016-02,92,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0004312378,2006-08-03,2014-12,53,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005544714,2006-08-03,2015-09,25,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0003817252,2005-03-25,,100,J05,Jeunesse,Albums,"Albums Petits enfants",
C0005266384,2010-07-31,2015-04,35,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004323549,2006-10-13,2016-10,60,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005603886,2012-06-01,2014-11,19,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005533114,2012-07-27,2014-11,24,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004218508,2006-01-17,2016-02,58,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0003850797,2005-03-25,2015-02,67,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005207974,2011-10-01,2015-06,43,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004466101,2007-05-05,2015-12,43,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005840618,2013-08-02,,6,J04,Jeunesse,Albums,"Albums enfants",
C0005529117,2013-08-02,2015-03,9,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004456546,2007-04-21,2014-10,48,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004316673,2006-09-13,2015-05,120,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004318528,2006-09-14,2015-06,109,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004318984,2006-09-14,2015-07,105,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0006017866,2014-05-07,2015-07,13,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0006017828,2014-05-07,2016-06,29,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005523451,2012-10-23,2014-08,17,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0006017835,2014-05-07,2016-01,18,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005304962,2010-02-03,,67,J09,Jeunesse,BD,,
C0005388081,2013-03-22,2015-07,29,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004316657,2006-09-14,2016-01,119,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004318798,2006-09-14,,116,J09,Jeunesse,BD,,
C0004941240,2009-10-14,,52,J09,Jeunesse,BD,,
C0004318667,2006-09-14,2016-03,116,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004238304,2006-11-08,2016-02,92,JCIFEF1,Jeunesse,Cinéma,Films,"A partir de 6 ans"
C0004322658,2006-10-12,,27,J11,Jeunesse,Documentaires,,
C0004322496,2006-10-12,2015-05,42,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0004322593,2006-10-12,2015-07,40,JDT70ZZ,Jeunesse,Documentaires,"Activités manuelles / Arts (enfants)",
C0004320850,2006-10-12,2015-01,46,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005243548,2011-10-05,2015-09,36,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004798304,2009-01-15,2015-10,54,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005448319,2011-12-17,2015-08,48,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004323264,2009-09-23,2015-02,18,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004446800,2007-03-06,2015-11,65,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004367569,2006-10-17,2016-06,66,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004366741,2006-10-21,2015-02,31,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004368060,2006-10-19,2014-09,36,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004368442,2006-10-19,2015-11,37,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0004444947,2007-03-14,2015-06,40,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0006012335,2014-05-27,2016-05,37,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005673957,2013-10-25,2015-03,13,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004366416,2006-10-21,2016-10,108,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005242893,2011-09-14,,14,J09,Jeunesse,BD,,
C0005387724,2013-03-16,2016-09,15,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0006018771,2014-04-30,2016-10,37,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004366466,2006-10-21,2016-12,98,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004366898,2006-10-21,,63,J09,Jeunesse,BD,,
C0004366408,2006-10-21,,27,J09,Jeunesse,BD,,
C0004939675,2009-09-23,2014-10,54,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005591619,2012-10-16,2015-01,19,J32,Jeunesse,"Presse jeunesse",,
C0004990401,2010-04-20,2015-05,54,J32,Jeunesse,"Presse jeunesse",,
C0004934756,2009-10-20,2015-03,46,J32,Jeunesse,"Presse jeunesse",,
C0004820973,2009-03-04,2015-03,59,J32,Jeunesse,"Presse jeunesse",,
C0005126283,2010-06-11,2016-07,40,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005452101,2012-12-05,,12,J28,Jeunesse,Albums,"Livres précieux",
C0004332344,2006-12-12,2015-05,50,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004839809,2009-04-07,2015-06,93,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005403165,2012-03-23,2015-12,28,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005603633,2012-06-01,2016-04,29,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005462575,2012-03-29,2015-12,33,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004331796,2006-12-08,2015-04,34,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004352475,2006-12-12,2016-04,33,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005463771,2012-03-31,2016-02,28,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005210430,2011-03-22,2016-03,34,J32,Jeunesse,"Presse jeunesse",,
C0004305088,2007-02-16,2015-01,57,J32,Jeunesse,"Presse jeunesse",,
C0004702921,2008-09-24,2015-03,50,J32,Jeunesse,"Presse jeunesse",,
C0004722793,2008-08-20,,68,J09,Jeunesse,BD,,
C0004355449,2006-12-12,2016-04,122,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004856495,2009-09-29,2015-04,52,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005510955,2012-05-26,2016-11,57,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004358196,2007-01-11,,26,J05,Jeunesse,Albums,"Albums Petits enfants",
C0004358332,2007-01-09,2014-11,28,JDT90ZZ,Jeunesse,Documentaires,"Géographie / Histoire (enfants)",
C0004358293,2007-01-16,2015-03,60,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004189571,2006-12-28,2016-02,40,JABLADT,Jeunesse,Albums,"Albums en langue étrangère",Documentaire
C0004496368,2007-02-27,2014-11,59,JCIFEF1,Jeunesse,Cinéma,Films,"A partir de 6 ans"
C0004357548,2007-02-10,2014-08,85,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004832970,2009-03-03,2014-10,63,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004433548,2007-02-10,2016-07,75,JBDPBZZ,Jeunesse,"Bandes dessinées","Premières BD",
C0004433530,2007-02-10,2015-01,121,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004440383,2007-02-20,2014-09,73,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004440799,2007-02-23,2016-04,35,JDT60ZZ,Jeunesse,Documentaires,"Santé / Cuisine / Jeux et sports (enfants)",
C0004444086,2007-02-28,,56,J05,Jeunesse,Albums,"Albums Petits enfants",
C0004444044,2007-02-27,2016-06,71,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005449224,2011-12-28,,4,J052,Jeunesse,Albums,"Albums Petits enfants",
C0005206821,2011-09-27,,20,J05,Jeunesse,Albums,"Albums Petits enfants",
C0004433881,2007-03-17,2014-12,23,JDT70ZZ,Jeunesse,Documentaires,"Activités manuelles / Arts (enfants)",
C0004818366,2009-01-17,,16,J04,Jeunesse,Albums,"Albums enfants",
C0005267055,2010-08-03,2016-07,56,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004452372,2007-04-03,2015-01,80,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004501090,2007-04-19,2015-01,30,JCIFEF1,Jeunesse,Cinéma,Films,"A partir de 6 ans"
C0004452267,2007-04-07,2016-12,38,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004452275,2007-04-07,2016-04,24,JABCTEF,Jeunesse,Albums,"Contes pour enfants",
C0004454926,2007-04-18,2016-03,33,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004452479,2007-04-19,2016-05,62,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004453857,2007-04-19,2016-02,45,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005172959,2011-02-10,2015-02,52,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004455053,2007-04-18,,55,J05,Jeunesse,Albums,"Albums Petits enfants",
C0005449118,2011-12-28,2015-06,37,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004798794,2009-04-07,2016-10,120,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004854388,2009-12-26,2014-11,63,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005840489,2013-08-03,2016-09,31,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005126461,2010-06-15,2015-04,44,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004473310,2007-10-05,2015-04,49,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005839131,2013-08-20,2016-02,29,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005126869,2010-06-15,2015-05,53,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005840786,2013-08-02,2016-03,33,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005197569,2012-05-23,2015-05,40,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004470558,2007-05-25,2016-03,44,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005195460,2011-09-03,2015-04,22,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005142077,2011-01-25,2015-05,32,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005500154,2012-05-23,2015-03,16,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005236389,2011-08-13,,31,J09,Jeunesse,BD,,
C0005645374,2014-01-23,2014-11,10,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005125449,2010-06-04,,44,J09,Jeunesse,BD,,
C0005125693,2010-06-04,,52,J09,Jeunesse,BD,,
C0005304792,2010-02-02,2015-12,81,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005022196,2010-08-14,2014-10,45,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005125504,2010-06-04,2014-11,54,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004477542,2007-06-09,2016-10,87,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0004478904,2007-06-09,2016-09,66,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0004478849,2007-06-09,2016-09,48,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0004478784,2007-06-09,2016-09,46,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0004478962,2007-06-09,2016-09,40,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0004479031,2007-06-08,2016-10,60,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0004477356,2007-06-09,2016-11,49,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0004721894,2008-08-16,2016-11,39,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0004478912,2007-06-08,2016-08,47,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005195915,2011-09-03,2015-02,34,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005696536,2007-06-02,2016-05,107,JCIFEF1,Jeunesse,Cinéma,Films,"A partir de 6 ans"
C0004470192,2007-05-29,,83,J09,Jeunesse,BD,,
C0004580549,2008-04-12,2014-09,69,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004474293,2007-06-08,,32,J05,Jeunesse,Albums,"Albums Petits enfants",
C0005566266,2012-06-07,2014-12,17,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0004474764,2007-06-09,2016-03,23,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004474528,2007-06-09,2016-05,46,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004474405,2007-06-08,2015-02,89,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004479748,2007-06-12,2015-09,23,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0005266295,2010-07-31,,31,J05,Jeunesse,Albums,"Albums Petits enfants",
C0004479405,2007-06-09,2015-08,32,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004479714,2007-06-09,2015-12,78,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005171783,2011-01-18,2014-09,33,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005171791,2011-01-18,2016-05,51,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004467945,2007-06-15,2015-05,62,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004473873,2007-06-19,,77,J09,Jeunesse,BD,,
C0004410003,2007-07-04,2014-08,7,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004691065,2008-05-28,2016-03,30,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004443577,2007-07-18,,64,J09,Jeunesse,BD,,
C0004313691,2007-07-18,2015-08,85,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005795499,2014-06-13,2016-11,33,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004580345,2008-04-11,,90,J09,Jeunesse,BD,,
C0004313455,2007-07-18,2014-10,105,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004488292,2007-07-18,2016-03,54,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004054271,2007-07-27,2014-07,27,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004443496,2007-07-19,,82,J08,Jeunesse,Romans,"Premiers romans",
C0005198890,2013-03-21,2015-04,26,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0004128224,2007-07-19,2016-05,83,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004443438,2007-07-19,2016-04,16,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005840441,2013-08-03,2015-12,20,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005289803,2010-10-27,2015-02,25,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005298543,2010-10-12,2016-03,20,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005340064,2012-03-13,2015-11,8,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0004528204,2007-09-13,,55,J09,Jeunesse,BD,,
C0004341301,2007-09-04,2016-08,57,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0004528806,2007-09-05,2016-07,41,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004527559,2007-09-05,2015-05,81,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005298739,2010-10-13,2015-08,55,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004526561,2007-09-04,2015-05,79,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0005262534,2010-06-16,2015-06,46,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0004718435,2007-10-24,2016-11,30,JMUEFZZ,Jeunesse,Musique,,
C0004718493,2007-10-24,2016-01,27,JABPFCO,Jeunesse,Albums,Comptines,
C0005552573,2012-09-20,,18,J09,Jeunesse,BD,,
C0004941266,2009-10-17,2015-03,88,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004547533,2007-10-05,2015-06,61,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005172975,2011-02-17,2015-03,51,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005289170,2010-10-19,2014-08,31,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005823093,2013-11-22,2016-09,11,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005049928,2010-06-12,2016-04,41,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004539336,2007-10-30,,12,J05,Jeunesse,Albums,"Albums Petits enfants",
C0004538908,2007-10-30,2014-11,37,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0004541317,2007-11-14,2016-08,29,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004362690,2007-11-09,2016-10,56,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0004541537,2007-11-09,,29,J04,Jeunesse,Albums,"Albums enfants",
C0004540840,2007-11-16,,59,J05,Jeunesse,Albums,"Albums Petits enfants",
C0004536168,2007-11-14,2015-04,22,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004541561,2007-11-09,,17,J04,Jeunesse,Albums,"Albums enfants",
C0004540858,2007-11-16,,12,J11,Jeunesse,Documentaires,,
C0004539132,2007-10-30,2015-04,41,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0004719067,2007-11-07,2016-05,38,JMUEFZZ,Jeunesse,Musique,,
C0004669301,2008-02-01,2015-03,63,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005165114,2013-04-27,2015-05,15,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005462865,2012-03-29,,19,J05,Jeunesse,Albums,"Albums Petits enfants",
C0004669880,2008-02-01,2015-06,24,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004671536,2008-02-02,2015-05,58,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004667333,2008-02-02,2015-05,49,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004671285,2008-02-05,,57,J08,Jeunesse,Romans,"Premiers romans",
C0005403493,2012-03-23,,23,J05,Jeunesse,Albums,"Albums Petits enfants",
C0004670954,2008-02-02,2014-09,38,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004670899,2008-02-02,2016-05,84,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004644644,2007-12-21,2016-10,103,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004644717,2007-12-21,2016-07,78,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0004854469,2010-04-15,2014-09,39,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005388011,2013-03-16,2015-02,13,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004557902,2007-11-24,2016-10,53,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0004559970,2007-11-24,2014-11,60,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0004362056,2007-11-28,2015-02,25,JDT90ZZ,Jeunesse,Documentaires,"Géographie / Histoire (enfants)",
C0004560701,2007-12-01,2015-10,64,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004559831,2007-12-01,2015-04,26,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004557952,2007-12-01,2016-03,8,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004557863,2007-12-01,2015-03,41,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004640048,2007-12-15,2015-03,108,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004639869,2007-12-13,2016-09,110,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005205574,2011-09-15,2016-09,79,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005548767,2013-07-30,2016-01,34,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0003798953,2008-02-01,2014-09,95,JCIFEF1,Jeunesse,Cinéma,Films,"A partir de 6 ans"
C0004639429,2007-12-29,2014-09,75,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004563547,2007-12-26,2014-09,70,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004644791,2007-12-27,2015-01,37,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004645022,2007-12-28,2015-06,45,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004563482,2007-12-26,2016-03,8,JDT70ZZ,Jeunesse,Documentaires,"Activités manuelles / Arts (enfants)",
C0004644880,2007-12-29,2016-03,21,JABEFDT,Jeunesse,Albums,Documentaires,
C0004644945,2007-12-29,,106,J09,Jeunesse,BD,,
C0004554247,2008-03-04,2016-06,99,JCIFEF1,Jeunesse,Cinéma,Films,"A partir de 6 ans"
C0004674916,2008-02-28,,32,J09,Jeunesse,BD,,
C0004674623,2008-02-27,2016-05,133,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004674827,2008-02-27,2015-12,59,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0004690182,2008-07-02,2016-04,117,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005564644,2012-05-04,2016-03,39,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005494187,2012-02-02,2015-07,31,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005494026,2012-02-02,,50,J09,Jeunesse,BD,,
C0005125203,2010-06-05,2016-03,22,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005146990,2011-04-14,2014-07,30,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004571760,2008-03-25,2016-11,18,JDT90ZZ,Jeunesse,Documentaires,"Géographie / Histoire (enfants)",
C0004572342,2008-03-25,2014-10,13,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004572211,2008-03-25,2016-03,27,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0005529193,2013-07-19,2015-06,20,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005540075,2012-10-10,2015-10,30,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005265922,2010-07-28,,41,J04,Jeunesse,Albums,"Albums enfants",
C0005856923,2014-01-07,2016-09,23,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004679738,2008-04-11,2015-04,10,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0004579881,2008-04-15,2016-09,57,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005196995,2012-02-02,2016-05,20,JDT40ZZ,Jeunesse,Documentaires,"Langues (enfants)",
C0004724999,2013-04-18,2015-06,10,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0004576142,2008-03-27,2015-03,53,JABPFIP,Jeunesse,Albums,"Imagiers petits enfants",
C0004573071,2008-03-27,2016-05,40,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005464579,2012-04-04,2016-01,27,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005194812,2011-06-29,2014-10,31,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005334582,2011-11-22,2015-09,66,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005565443,2012-06-01,2016-05,48,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004575609,2008-03-28,,33,J05,Jeunesse,Albums,"Albums Petits enfants",
C0004576605,2008-03-28,2016-04,65,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0004576150,2008-03-27,,39,J05,Jeunesse,Albums,"Albums Petits enfants",
C0004576710,2008-03-28,2016-05,41,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005566006,2012-06-02,2014-10,29,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005179951,2008-03-28,2014-10,63,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004576516,2008-03-27,,49,J05,Jeunesse,Albums,"Albums Petits enfants",
C0005173353,2011-02-22,,35,J28,Jeunesse,Albums,"Livres précieux",
